order_item_id,order_id,product_id,quantity,unit_price,discount_percent,discount_amount,sales_amount,cost_amount,profit_amount
31,200012,5058,5,2065.13,12.17,1256.68,9068.97,8624.1,444.87
32,200012,5132,2,492.65,8.95,88.21,897.09,643.02,254.07
33,200013,5384,1,593.66,11.88,70.56,523.1,349.13,173.97
34,200013,5906,3,146.04,4.07,17.83,420.29,308.58,111.71
35,200013,5271,2,7815.59,17.24,2694.47,12936.71,9910.08,3026.63
36,200014,5227,2,3362.98,5.26,354.04,6371.92,5893.72,478.2
37,200015,5023,1,2139.37,7.67,164.16,1975.21,1518.05,457.16
38,200016,5198,1,2939.19,15.86,466.12,2473.07,2300.07,173
39,200016,5135,1,1288.27,12.84,165.42,1122.85,1121.05,1.8
40,200016,5344,1,2165.26,12.23,264.79,1900.47,1506.63,393.84
41,200016,5603,1,988.29,12.87,127.22,861.07,595.6,265.47
42,200017,5976,1,704.87,8.81,62.13,642.74,575.19,67.55
43,200017,5911,2,3580.52,11.55,827.17,6333.87,5607.5,726.37
44,200018,5869,1,764.43,14.47,110.63,653.8,546.89,106.91
45,200018,5570,1,3488.31,11.53,402.14,3086.17,2534.64,551.53
46,200018,5498,4,2077.36,9.7,805.88,7503.56,4850.48,2653.08
47,200019,5729,5,1032.37,14.2,733.03,4428.82,3396.25,1032.57
48,200020,5097,1,871.46,6.71,58.51,812.95,568.23,244.72
49,200020,5655,3,363.33,12.61,137.41,952.58,921.06,31.52
50,200021,5172,1,2566.3,8.37,214.86,2351.44,2151.3,200.14
51,200021,5638,2,4670.06,4.49,419.46,8920.66,7361.7,1558.96
52,200021,5193,1,443.83,17.99,79.84,363.99,372.3,-8.31
53,200021,5107,1,1238.72,3.49,43.2,1195.52,741.32,454.2
54,200021,5045,1,1456.32,15.08,219.59,1236.73,862.13,374.6
55,200022,5410,1,1924.17,18.27,351.51,1572.66,1359.25,213.41
56,200022,5396,4,3433.24,11.32,1554.76,12178.2,8713.76,3464.44
57,200022,5874,2,190.88,12.73,48.61,333.15,230.4,102.75
58,200023,5595,2,2279.79,12.37,563.99,3995.59,2998.44,997.15
59,200024,5769,1,1166.56,12.48,145.63,1020.93,1023.09,-2.16
60,200024,5394,4,604.81,21.03,508.81,1910.43,1878.08,32.35
61,200025,5245,3,2284.59,12.03,824.57,6029.2,5446.86,582.34
62,200025,5729,1,1032.37,9.18,94.82,937.55,679.25,258.3
63,200026,5478,1,507.17,11.27,57.17,450,304.33,145.67
64,200026,5644,1,125.77,15.16,19.07,106.7,98.34,8.36
65,200026,5674,3,661.01,10.69,211.9,1771.13,1279.83,491.3
66,200027,5053,1,794.83,6.12,48.66,746.17,603.41,142.76
67,200027,5594,1,118.69,7.99,9.48,109.21,75.94,33.27
68,200028,5844,1,1184.01,11.03,130.6,1053.41,978.89,74.52
69,200028,5619,3,1071.39,13.03,418.72,2795.45,1920.66,874.79
70,200029,5491,2,5259.44,11.5,1209.56,9309.32,6647.48,2661.84
71,200030,5834,2,1434.66,9.61,275.6,2593.72,2243.56,350.16
72,200031,5531,1,645.07,9.27,59.77,585.3,413.59,171.71
73,200031,5337,1,916.35,15.33,140.52,775.83,759.4,16.43
74,200032,5153,1,883.57,11.36,100.41,783.16,649.2,133.96
75,200033,5311,1,659.03,9.86,64.95,594.08,392.74,201.34
76,200033,5333,3,753.09,12.77,288.61,1970.66,1681.83,288.83
77,200034,5401,1,2198.57,6.61,145.22,2053.35,1618.49,434.86
78,200034,5293,1,3736.96,12.49,466.7,3270.26,2181.91,1088.35
79,200034,5741,1,7459.84,14.72,1097.86,6361.98,5520.58,841.4
80,200034,5220,3,4598.78,11.57,1596.28,12200.06,8490.93,3709.13
81,200035,5732,2,545.96,7.25,79.21,1012.71,702.26,310.45
82,200035,5208,2,2078.05,17.42,723.94,3432.16,3120.5,311.66
83,200035,5964,1,525.82,6.72,35.33,490.49,401.86,88.63
84,200035,5534,3,245.49,7.53,55.45,681.02,452.4,228.62
85,200036,5407,1,1684.82,12.57,211.79,1473.03,1020.67,452.36
86,200037,5405,1,1423.56,15.3,217.8,1205.76,841.36,364.4
87,200037,5558,2,731.18,5.51,80.62,1381.74,947.86,433.88
88,200038,5720,2,300.75,4.9,29.5,572,464.9,107.1
89,200038,5255,5,541.08,3.93,106.29,2599.11,1945.15,653.96
90,200038,5759,1,995.16,2.17,21.55,973.61,851.09,122.52
91,200038,5270,1,1200.39,10.27,123.34,1077.05,912.58,164.47
92,200039,5723,3,1707.8,20.75,1063.26,4060.14,3669.21,390.93
93,200039,5055,1,2277.84,17.49,398.38,1879.46,1721.77,157.69
94,200040,5511,1,230.82,13.64,31.49,199.33,156.49,42.84
95,200040,5209,1,6153.07,6.9,424.49,5728.58,3837.18,1891.4
96,200040,5795,3,417.72,4.01,50.22,1202.94,748.53,454.41
97,200040,5053,1,794.83,13.32,105.89,688.94,603.41,85.53
98,200041,5489,1,425.8,18.7,79.61,346.19,331.77,14.42
99,200041,5944,3,304.62,5.01,45.76,868.1,753.84,114.26
100,200042,5547,1,3103.05,15.55,482.57,2620.48,2245.46,375.02
101,200042,5306,4,2671.12,14.38,1536.33,9148.15,6310.72,2837.43
102,200042,5826,1,907.24,4.74,43.03,864.21,652.8,211.41
103,200042,5730,1,172.47,2.09,3.6,168.87,136.41,32.46
104,200043,5002,1,2613.91,6.46,168.94,2444.97,1761.52,683.45
105,200043,5032,1,2107.89,24.1,507.92,1599.97,1458.2,141.77
106,200043,5135,2,1288.27,3.28,84.39,2492.15,2242.1,250.05
107,200043,5360,2,3285.61,9.55,627.31,5943.91,5370.36,573.55
108,200044,5258,1,2554.13,2.78,70.94,2483.19,2087.79,395.4
109,200044,5067,1,2821.92,24.27,684.98,2136.94,2249.58,-112.64
110,200045,5391,1,2812.66,11.16,314.03,2498.63,1727.7,770.93
111,200046,5104,2,1319.25,5.69,150.18,2488.32,1589.22,899.1
112,200046,5719,2,784.32,13.53,212.24,1356.4,1175.86,180.54
113,200047,5619,1,1071.39,7.99,85.55,985.84,640.22,345.62
114,200048,5390,1,503.82,2.94,14.8,489.02,428.59,60.43
115,200049,5306,1,2671.12,13.92,371.92,2299.2,1577.68,721.52
116,200049,5244,1,7078.92,14.8,1047.4,6031.52,5667.55,363.97
117,200049,5119,3,1229.82,6.59,242.97,3446.49,2249.82,1196.67
118,200050,5317,2,7204.66,10.69,1539.92,12869.4,8653.28,4216.12
119,200050,5070,3,6767.18,8.75,1777.25,18524.29,16104.36,2419.93
120,200050,5495,1,1617.43,13.28,214.82,1402.61,1113.35,289.26
121,200051,5958,2,676.36,8.71,117.8,1234.92,861.66,373.26
122,200051,5825,1,428.28,12.92,55.34,372.94,356.17,16.77
123,200051,5944,2,304.62,12.73,77.53,531.71,502.56,29.15
124,200051,5266,1,2444.15,6.73,164.5,2279.65,1486.42,793.23
125,200052,5424,4,7258.22,9.13,2652.06,26380.82,20172.28,6208.54
126,200053,5740,1,2425.49,6.49,157.44,2268.05,2027.65,240.4
127,200054,5333,1,753.09,10.43,78.58,674.51,560.61,113.9
128,200054,5125,2,1832.96,16.61,609.03,3056.89,2628.72,428.17
129,200054,5523,1,436.98,2.92,12.77,424.21,372.11,52.1
130,200055,5959,2,1041.85,5.6,116.75,1966.95,1627.82,339.13
131,200055,5780,1,1095.01,9.09,99.52,995.49,712.59,282.9
132,200056,5294,1,840.66,3.58,30.13,810.53,539.36,271.17
133,200056,5292,1,448.37,13.37,59.95,388.42,367.12,21.3
134,200056,5035,1,537.07,4.77,25.64,511.43,375.87,135.56
135,200056,5697,1,2131.7,3.29,70.12,2061.58,1476.35,585.23
136,200057,5036,1,2620.7,5.96,156.14,2464.56,2045.05,419.51
137,200057,5505,1,972.2,21.32,207.23,764.97,691.38,73.59
138,200058,5869,2,764.43,17.64,269.7,1259.16,1093.78,165.38
139,200058,5639,1,970.59,10.7,103.83,866.76,763.75,103.01
140,200059,5599,2,5310.41,16.7,1773.68,8847.14,7302.26,1544.88
141,200059,5130,4,635.38,2.91,74,2467.52,1496.04,971.48
142,200059,5097,1,871.46,6.27,54.62,816.84,568.23,248.61
143,200059,5524,2,614.81,5.46,67.12,1162.5,772.24,390.26
144,200060,5964,1,525.82,15.34,80.67,445.15,401.86,43.29
145,200061,5333,1,753.09,9.28,69.9,683.19,560.61,122.58
146,200061,5435,1,662.72,11.81,78.26,584.46,548.23,36.23
147,200061,5347,2,1966.93,3.42,134.64,3799.22,2625.58,1173.64
148,200061,5262,1,5556.53,8.78,488.1,5068.43,3449.49,1618.94
149,200062,5165,1,1082.91,10.74,116.26,966.65,718.92,247.73
150,200062,5603,1,988.29,10.86,107.36,880.93,595.6,285.33
151,200063,5035,1,537.07,14.46,77.64,459.43,375.87,83.56
152,200063,5493,1,369.17,4.51,16.67,352.5,281,71.5
153,200064,5369,3,467.41,2.96,41.46,1360.77,1113.21,247.56
154,200064,5182,1,1028.4,8.73,89.76,938.64,800.85,137.79
155,200064,5567,2,316.28,15.21,96.23,536.33,488.1,48.23
156,200065,5433,1,2462.29,15.13,372.62,2089.67,1524.51,565.16
157,200065,5026,1,5627.86,7.43,418.41,5209.45,3276.6,1932.85
158,200065,5607,1,654.36,14.6,95.51,558.85,399.15,159.7
159,200066,5292,2,448.37,4.64,41.6,855.14,734.24,120.9
160,200066,5591,3,1447.19,2.17,94.15,4247.42,3763.65,483.77
161,200066,5820,2,2632.04,13.11,690.05,4574.03,3677.06,896.97
162,200066,5064,3,1217.28,19.04,695.41,2956.43,2312.85,643.58
163,200067,5615,1,201.8,15.33,30.93,170.87,161.89,8.98
164,200067,5229,1,834.88,6.81,56.87,778.01,651.56,126.45
165,200067,5427,1,232.37,8.81,20.46,211.91,159.45,52.46
166,200068,5141,1,406.62,4.22,17.16,389.46,279.29,110.17
167,200068,5802,4,772.75,2.96,91.62,2999.38,2089.24,910.14
168,200068,5049,3,2129.48,4.67,298.42,6090.02,4393.38,1696.64
169,200069,5213,2,3296.36,15.57,1026.55,5566.17,5219.2,346.97
170,200069,5691,1,688.75,2.58,17.77,670.98,534.86,136.12
171,200069,5694,1,231.99,6.67,15.47,216.52,193.77,22.75
172,200070,5832,2,1041.76,8.37,174.37,1909.15,1816.14,93.01
173,200070,5896,2,2051.69,6.28,257.67,3845.71,3248.98,596.73
174,200071,5237,2,391.37,15.03,117.63,665.11,501.68,163.43
175,200071,5927,1,3465.83,13.07,453.14,3012.69,2893.59,119.1
176,200071,5830,1,445.05,8.48,37.73,407.32,390.44,16.88
177,200072,5701,2,673.56,9.37,126.22,1220.9,952.12,268.78
178,200072,5175,1,2231.26,17.81,397.41,1833.85,1950.71,-116.86
179,200073,5739,1,330.34,2.75,9.09,321.25,255.52,65.73
180,200074,5785,1,2607,12.49,325.65,2281.35,2171.58,109.77
181,200074,5722,2,318.87,6.9,43.98,593.76,458.74,135.02
182,200075,5208,1,2078.05,19.44,403.89,1674.16,1560.25,113.91
183,200076,5471,1,510.96,10.12,51.69,459.27,445.81,13.46
184,200076,5638,1,4670.06,14.71,687.19,3982.87,3680.85,302.02
185,200077,5101,1,88.65,8.68,7.7,80.95,65.64,15.31
186,200077,5706,2,529.45,7.58,80.28,978.62,756.44,222.18
187,200078,5065,1,291.59,3.67,10.71,280.88,215.4,65.48
188,200078,5477,1,1491.44,13.82,206.08,1285.36,956.23,329.13
189,200079,5569,2,7495.48,11.6,1739.43,13251.53,11199.52,2052.01
190,200079,5729,2,1032.37,8.12,167.56,1897.18,1358.5,538.68
191,200080,5991,1,971.69,4.67,45.37,926.32,651.73,274.59
192,200080,5488,1,504.17,10.63,53.59,450.58,322.15,128.43
193,200080,5454,1,2484.79,9.66,240.13,2244.66,1441.91,802.75
194,200081,5356,1,1425.03,13.37,190.46,1234.57,981.67,252.9
195,200081,5672,1,4470.4,11.3,505.26,3965.14,3466.49,498.65
196,200082,5787,1,858.35,14.78,126.84,731.51,666.87,64.64
197,200082,5819,1,1200.78,6.54,78.55,1122.23,939.44,182.79
198,200083,5068,5,2230.33,2.69,300.38,10851.27,8547.65,2303.62
199,200083,5167,2,2313.85,7.25,335.67,4292.03,4043.3,248.73
200,200083,5626,1,1351.5,13.13,177.39,1174.11,847.22,326.89
201,200084,5413,3,264.77,4.31,34.2,760.11,682.02,78.09
202,200084,5704,1,7889.99,11.05,871.87,7018.12,6385.42,632.7
203,200084,5706,1,529.45,14.39,76.2,453.25,378.22,75.03
204,200084,5619,1,1071.39,13.72,146.96,924.43,640.22,284.21
205,200085,5039,2,850.77,20.8,353.86,1347.68,1308.44,39.24
206,200086,5603,2,988.29,7.85,155.11,1821.47,1191.2,630.27
207,200086,5733,1,8515.23,12.36,1052.36,7462.87,6531.57,931.3
208,200087,5255,1,541.08,14.58,78.91,462.17,389.03,73.14
209,200088,5315,2,487.6,10.45,101.89,873.31,697.12,176.19
210,200088,5915,3,454.82,12.28,167.53,1196.93,1163.55,33.38
211,200089,5246,2,646.09,13.5,174.39,1117.79,1091.7,26.09
212,200089,5847,1,615.46,3.36,20.67,594.79,478.56,116.23
213,200089,5115,1,1606.82,9.17,147.39,1459.43,991.65,467.78
214,200090,5919,1,2332.02,7.61,177.5,2154.52,1768.13,386.39
215,200090,5962,1,264.75,2.66,7.04,257.71,232.87,24.84
216,200090,5514,1,4323.9,10.73,463.94,3859.96,3015.91,844.05
217,200091,5194,1,1233.54,10.37,127.93,1105.61,727.42,378.19
218,200091,5450,2,476.36,5.56,52.95,899.77,787.9,111.87
219,200091,5733,3,8515.23,5.37,1372.81,24172.88,19594.71,4578.17
220,200092,5401,1,2198.57,12.53,275.53,1923.04,1618.49,304.55
221,200092,5120,1,1232.61,15.91,196.05,1036.56,1022.75,13.81
222,200093,5759,2,995.16,11.1,220.86,1769.46,1702.18,67.28
223,200093,5267,1,989.88,7.55,74.73,915.15,818.54,96.61
224,200094,5236,3,213.04,4.21,26.9,612.22,456.69,155.53
225,200094,5289,1,3639.5,2.35,85.55,3553.95,2615.13,938.82
226,200095,5650,2,1547.83,18.95,586.69,2508.97,2234.9,274.07
227,200095,5414,5,494.64,7.38,182.46,2290.74,1796.35,494.39
228,200096,5786,1,431.92,15.03,64.91,367.01,353.25,13.76
229,200096,5537,1,745.26,6.39,47.6,697.66,618.98,78.68
230,200097,5141,1,406.62,15.47,62.91,343.71,279.29,64.42
231,200098,5715,1,3286.58,13.73,451.24,2835.34,2208.78,626.56
232,200098,5715,1,3286.58,6.99,229.84,3056.74,2208.78,847.96
233,200098,5926,1,261.26,14.55,38.01,223.25,229.57,-6.32
234,200099,5599,2,5310.41,10.31,1095,9525.82,7302.26,2223.56
235,200099,5991,3,971.69,12.5,364.34,2550.73,1955.19,595.54
236,200099,5187,2,503.08,5.53,55.67,950.49,776.12,174.37
237,200100,5364,2,1196.56,8.92,213.56,2179.56,2018.64,160.92
238,200100,5671,1,2229.22,20.3,452.64,1776.58,1883.81,-107.23
239,200101,5079,2,2074.16,6.38,264.67,3883.65,2902.64,981.01
240,200101,5261,2,1033,5.02,103.71,1962.29,1538.1,424.19
241,200101,5562,1,825.18,9.92,81.84,743.34,666.41,76.93
242,200102,5980,5,749.74,3.23,121.04,3627.66,2870.9,756.76
243,200102,5973,2,1910.85,12.85,491.04,3330.66,2715.14,615.52
244,200102,5382,1,416.07,7.35,30.56,385.51,276.16,109.35
245,200102,5252,1,1433.44,4.81,68.88,1364.56,1216.47,148.09
246,200103,5715,3,3286.58,9.12,899.04,8960.7,6626.34,2334.36
247,200104,5911,1,3580.52,8.8,314.99,3265.53,2803.75,461.78
248,200104,5410,2,1924.17,13.67,525.88,3322.46,2718.5,603.96
249,200105,5680,1,953.07,23.02,219.36,733.71,730.6,3.11
250,200106,5065,2,291.59,14,81.62,501.56,430.8,70.76
251,200106,5035,2,537.07,9.31,99.97,974.17,751.74,222.43
252,200106,5095,1,330.98,7.83,25.92,305.06,280.04,25.02
253,200107,5480,4,684.36,21.01,575.26,2162.18,1862.64,299.54
254,200107,5248,1,390.52,10.19,39.78,350.74,275.76,74.98
255,200107,5603,1,988.29,4.07,40.22,948.07,595.6,352.47
256,200108,5518,3,1198.08,5.39,193.64,3400.6,2429.85,970.75
257,200108,5885,1,1793.32,6.85,122.86,1670.46,1367.49,302.97
258,200108,5631,1,2513.19,9.33,234.52,2278.67,1638.11,640.56
259,200109,5603,1,988.29,15.11,149.34,838.95,595.6,243.35
260,200110,5391,1,2812.66,17.51,492.52,2320.14,1727.7,592.44
261,200111,5421,1,5738.56,4.95,283.9,5454.66,3695.89,1758.77
262,200112,5281,1,6547.31,5,327.31,6220,5146.53,1073.47
263,200112,5356,1,1425.03,8.94,127.47,1297.56,981.67,315.89
264,200113,5855,1,214.55,11.22,24.07,190.48,124.95,65.53
265,200114,5449,1,2743.35,12.03,330.08,2413.27,2250.74,162.53
266,200115,5202,1,859.27,12.22,104.99,754.28,680.88,73.4
267,200115,5030,1,228.13,8.76,19.99,208.14,193.17,14.97
268,200115,5069,1,2312.96,9.37,216.71,2096.25,2004.17,92.08
269,200116,5624,1,4431.8,11.59,513.53,3918.27,3898.33,19.94
270,200117,5188,1,5672.47,9.37,531.47,5141,4029.11,1111.89
271,200117,5803,1,469.24,6.88,32.3,436.94,404.18,32.76
272,200118,5333,1,753.09,14.1,106.16,646.93,560.61,86.32
273,200118,5119,2,1229.82,2.66,65.31,2394.33,1499.88,894.45
274,200118,5419,1,95.19,7.01,6.67,88.52,71.57,16.95
275,200118,5295,1,993.58,17.39,172.77,820.81,808.31,12.5
276,200119,5844,2,1184.01,7.7,182.43,2185.59,1957.78,227.81
277,200119,5956,1,4220.41,3.72,157.02,4063.39,3239.78,823.61
278,200120,5004,5,8360.47,7.9,3303.29,38499.06,25185.9,13313.16
279,200121,5998,1,4858.73,12.31,598.18,4260.55,2881.44,1379.11
280,200121,5857,1,4159.85,7.7,320.13,3839.72,2528.55,1311.17
281,200121,5262,1,5556.53,7.91,439.53,5117,3449.49,1667.51
282,200121,5010,1,900.53,10.49,94.45,806.08,673.27,132.81
283,200121,5286,1,216.18,10.78,23.29,192.89,145.6,47.29
284,200122,5824,2,3969.67,17.57,1394.64,6544.7,4612.04,1932.66
285,200122,5989,3,2204.76,15.39,1017.69,5596.59,3893.25,1703.34
286,200123,5521,5,349.28,2.05,35.75,1710.65,1408.15,302.5
287,200123,5548,1,4293.3,4.79,205.58,4087.72,3633.49,454.23
288,200123,5302,1,261.87,7.7,20.16,241.71,219.85,21.86
289,200124,5785,1,2607,8.65,225.55,2381.45,2171.58,209.87
290,200124,5922,1,1791.51,15.85,283.9,1507.61,1093.59,414.02
291,200124,5239,1,210.75,12.17,25.66,185.09,135.24,49.85
292,200125,5891,1,923.64,16.83,155.44,768.2,751.72,16.48
293,200126,5435,5,662.72,12.43,411.83,2901.77,2741.15,160.62
294,200126,5804,1,1729.74,11.22,194.07,1535.67,1028.07,507.6
295,200126,5986,1,1009.85,5.28,53.29,956.56,876.99,79.57
296,200127,5326,1,2146.96,6.27,134.72,2012.24,1289.71,722.53
297,200127,5886,1,906.03,4.68,42.44,863.59,526.32,337.27
298,200127,5588,1,2695.04,10.49,282.69,2412.35,2302.82,109.53
299,200128,5609,1,483.78,5.05,24.43,459.35,341.55,117.8
300,200129,5973,4,1910.85,18.23,1393.47,6249.93,5430.28,819.65
301,200130,5859,1,987.7,10.06,99.32,888.38,700.76,187.62
302,200130,5663,1,2044.74,20,408.94,1635.8,1643.04,-7.24
303,200131,5905,1,124.01,14.06,17.44,106.57,87.73,18.84
304,200132,5493,2,369.17,10.67,78.8,659.54,562,97.54
305,200133,5130,1,635.38,5.76,36.62,598.76,374.01,224.75
306,200133,5077,3,6948.45,13.67,2849.04,17996.31,15971.19,2025.12
307,200133,5036,2,2620.7,4.96,260.08,4981.32,4090.1,891.22
308,200134,5889,2,737.34,12.34,181.95,1292.73,973.66,319.07
309,200134,5648,1,302.01,3.34,10.09,291.92,189.65,102.27
310,200134,5146,1,5977.99,5.11,305.4,5672.59,4986.01,686.58
311,200135,5331,3,1199.9,8.02,288.82,3310.88,2657.34,653.54
312,200135,5274,4,348.44,10.61,147.87,1245.89,836.96,408.93
313,200136,5499,3,438.13,5.75,75.59,1238.8,817.32,421.48
314,200137,5696,3,1120.48,4.12,138.33,3223.11,2921.55,301.56
315,200137,5764,2,1690.69,2.88,97.41,3283.97,2091.42,1192.55
316,200138,5168,1,509.32,7.08,36.08,473.24,432.03,41.21
317,200138,5141,1,406.62,7.52,30.57,376.05,279.29,96.76
318,200139,5292,2,448.37,5.96,53.42,843.32,734.24,109.08
319,200139,5228,2,252.99,15.18,76.81,429.17,413.6,15.57
320,200139,5947,1,5266.37,2.79,147.05,5119.32,4531.78,587.54
321,200140,5795,1,417.72,2.29,9.58,408.14,249.51,158.63
322,200141,5863,1,167.34,13.56,22.7,144.64,132.88,11.76
323,200142,5004,2,8360.47,10.28,1719.57,15001.37,10074.36,4927.01
324,200142,5927,2,3465.83,15.66,1085.53,5846.13,5787.18,58.95
325,200142,5455,2,685.42,13.24,181.56,1189.28,1011.48,177.8
326,200143,5494,1,2013.56,5.83,117.39,1896.17,1195.7,700.47
327,200143,5276,3,264.81,13.38,106.29,688.14,549.12,139.02
328,200144,5222,1,5619.6,12.49,701.95,4917.65,3342.7,1574.95
329,200144,5189,1,1530.24,14.99,229.41,1300.83,1095.48,205.35
330,200145,5049,2,2129.48,12.05,513.35,3745.61,2928.92,816.69
331,200145,5125,2,1832.96,12.07,442.45,3223.47,2628.72,594.75
332,200145,5037,1,5526.1,2.2,121.66,5404.44,4571.93,832.51
333,200145,5359,2,1321.83,10.13,267.81,2375.85,2283.72,92.13
334,200146,5177,2,86.25,4.68,8.07,164.43,123.3,41.13
335,200146,5763,1,3499.35,9.34,326.99,3172.36,2799.11,373.25
336,200147,5849,1,2846.5,5.4,153.79,2692.71,1767.08,925.63
337,200147,5718,3,476.44,5.73,81.85,1347.47,1112.94,234.53
338,200148,5620,1,2934.11,8.41,246.68,2687.43,2119.68,567.75
339,200148,5413,4,264.77,9.21,97.56,961.52,909.36,52.16
340,200149,5792,3,1020.19,16.04,490.89,2569.68,2175.78,393.9
341,200149,5249,1,2045.35,8.43,172.36,1872.99,1779.18,93.81
342,200149,5011,1,4796.07,13.82,662.79,4133.28,4164.25,-30.97
343,200149,5064,1,1217.28,9.06,110.28,1107,770.95,336.05
344,200150,5266,1,2444.15,5.2,127.06,2317.09,1486.42,830.67
345,200150,5094,1,3159.68,14.28,451.25,2708.43,2034.84,673.59
346,200150,5511,1,230.82,8.67,20.02,210.8,156.49,54.31
347,200151,5726,1,204.39,11.23,22.95,181.44,118.89,62.55
348,200151,5472,3,815.69,6.69,163.61,2283.46,1433.97,849.49
349,200152,5178,1,744.93,8.95,66.7,678.23,640.22,38.01
350,200152,5246,1,646.09,14.81,95.69,550.4,545.85,4.55
351,200152,5435,4,662.72,15.25,404.29,2246.59,2192.92,53.67
352,200153,5415,3,693.74,5.67,117.94,1963.28,1396.17,567.11
353,200154,5976,2,704.87,2.22,31.29,1378.45,1150.38,228.07
354,200154,5237,1,391.37,15.03,58.82,332.55,250.84,81.71
355,200154,5567,1,316.28,5.15,16.3,299.98,244.05,55.93
356,200154,5635,1,1155.66,13.41,155.02,1000.64,975.08,25.56
357,200155,5005,1,285.89,8.63,24.68,261.21,210.61,50.6
358,200155,5673,3,1084.75,12.02,391.25,2863,2203.35,659.65
359,200156,5619,1,1071.39,13.18,141.2,930.19,640.22,289.97
360,200156,5435,1,662.72,14.27,94.6,568.12,548.23,19.89
361,200156,5398,2,599.37,15.44,185.04,1013.7,794.8,218.9
362,200157,5560,1,296.8,7.59,22.52,274.28,258.8,15.48
363,200157,5180,1,411.77,12.44,51.22,360.55,352.52,8.03
364,200158,5619,2,1071.39,2.3,49.33,2093.45,1280.44,813.01
365,200158,5905,1,124.01,12.88,15.97,108.04,87.73,20.31
366,200158,5910,1,310.17,8.08,25.06,285.11,260.07,25.04
367,200158,5032,1,2107.89,12.32,259.79,1848.1,1458.2,389.9
368,200159,5762,1,401.23,14.43,57.89,343.34,237.84,105.5
369,200159,5450,3,476.36,11.51,164.52,1264.56,1181.85,82.71
370,200160,5277,2,2552.83,7.54,385.02,4720.64,3363.68,1356.96
371,200161,5650,3,1547.83,18.3,849.6,3793.89,3352.35,441.54
372,200162,5828,1,1418.55,11.12,157.8,1260.75,1001.59,259.16
373,200162,5669,1,901.69,13.44,121.2,780.49,768.85,11.64
374,200162,5678,1,332,7.04,23.38,308.62,258.27,50.35
375,200162,5788,1,2889.83,7.57,218.75,2671.08,2342.92,328.16
376,200162,5247,1,306.1,5.65,17.28,288.82,222.63,66.19
377,200163,5942,3,1304.87,10.91,427.19,3487.42,2812.8,674.62
378,200164,5617,1,386.69,11.05,42.73,343.96,293.22,50.74
379,200164,5189,1,1530.24,20.66,316.16,1214.08,1095.48,118.6
380,200164,5067,3,2821.92,18.12,1534.35,6931.41,6748.74,182.67
381,200165,5761,1,2638.11,4.48,118.27,2519.84,2194.11,325.73
382,200165,5228,3,252.99,2.71,20.6,738.37,620.4,117.97
383,200166,5953,1,459.46,11.27,51.8,407.66,349.91,57.75
384,200166,5726,1,204.39,13.03,26.63,177.76,118.89,58.87
385,200166,5949,2,3188.38,3.22,205.52,6171.24,5279.94,891.3
386,200167,5440,1,3233.97,8.25,266.69,2967.28,2302.95,664.33
387,200167,5537,2,745.26,3.37,50.19,1440.33,1237.96,202.37
388,200168,5191,2,279.48,3.61,20.2,538.76,463.62,75.14
