return_id,order_id,product_id,return_date,return_reason,refund_amount,return_status
61,209670,5904,4/22/2023,Size Issue,566.42,Processed
62,219536,5465,9/16/2025,Poor Quality,407.52,Approved
63,208422,5640,8/22/2025,Size Issue,934.53,Approved
64,206712,5234,1/6/2026,Size Issue,2101.13,Processed
65,208387,5130,9/15/2023,Not as Expected,568.97,Approved
66,217061,5269,7/16/2024,Damaged Product,728.87,Approved
67,204653,5994,11/29/2025,Not as Expected,20308.67,Approved
68,208636,5376,12/16/2025,Not as Expected,6043.7,Approved
69,204141,5960,9/14/2025,Not as Expected,2680.3,Approved
70,200896,5891,9/2/2025,Size Issue,813.16,Approved
71,204820,5996,5/4/2024,Size Issue,487.72,Approved
72,206760,5013,11/2/2025,Wrong Product,117.17,Approved
73,209699,5231,12/15/2023,Poor Quality,737.26,Approved
74,218713,5398,11/26/2025,Not as Expected,570.32,Approved
75,213801,5907,10/13/2023,Wrong Product,577.16,Approved
76,209360,5610,12/15/2025,Size Issue,1998.05,Approved
77,200313,5828,6/12/2024,Wrong Product,5445.43,Approved
78,203422,5148,9/21/2025,Changed Mind,715.68,Approved
79,200398,5977,6/8/2025,Not as Expected,3236.47,Approved
80,200945,5437,3/15/2025,Not as Expected,5390.2,Approved
81,203358,5610,5/5/2025,Changed Mind,965.36,Rejected
82,200627,5791,3/29/2025,Changed Mind,761.32,Processed
83,213932,5606,12/1/2025,Changed Mind,1807.61,Processed
84,204423,5563,7/5/2025,Wrong Product,4653.91,Processed
85,205561,5924,10/4/2024,Late Delivery,693.31,Processed
86,216882,5044,5/19/2025,Not as Expected,8401.12,Approved
87,207763,5272,11/25/2025,Not as Expected,5092.62,Approved
88,209964,5237,11/16/2025,Not as Expected,362.28,Approved
89,218473,5943,5/29/2025,Poor Quality,7032.48,Processed
90,203087,5689,4/6/2024,Poor Quality,378.32,Processed
91,204525,5292,1/7/2026,Not as Expected,850.17,Approved
92,204337,5764,9/24/2025,Late Delivery,1566.65,Approved
93,210932,5516,4/18/2025,Not as Expected,570.02,Approved
94,208115,5885,9/24/2025,Not as Expected,3309.52,Approved
95,202254,5797,8/6/2025,Poor Quality,273.37,Approved
96,209143,5727,6/17/2024,Not as Expected,304.23,Approved
97,201198,5829,2/15/2025,Wrong Product,443.09,Approved
98,207742,5369,8/11/2025,Wrong Product,422.06,Approved
99,217233,5847,11/29/2025,Changed Mind,556.62,Processed
100,213233,5664,12/30/2025,Size Issue,4471.75,Approved
101,217338,5656,6/16/2025,Poor Quality,2881.46,Approved
102,201393,5252,11/25/2025,Changed Mind,5557.31,Processed
103,209786,5316,5/29/2025,Damaged Product,719.06,Approved
104,216339,5753,6/19/2025,Late Delivery,1018.22,Approved
105,212850,5444,9/9/2025,Not as Expected,12889.51,Approved
106,215447,5773,5/19/2025,Not as Expected,5227.09,Approved
107,218434,5925,3/15/2025,Poor Quality,482.38,Approved
108,211609,5408,1/13/2026,Not as Expected,579.19,Approved
109,203431,5592,11/30/2024,Late Delivery,583.68,Approved
110,215250,5694,12/21/2024,Late Delivery,220.75,Approved
111,206931,5915,12/15/2025,Poor Quality,386.87,Processed
112,204619,5084,8/25/2025,Wrong Product,927.12,Approved
113,213380,5750,10/27/2025,Wrong Product,227.16,Approved
114,204571,5566,1/2/2026,Not as Expected,7947.01,Approved
115,209421,5762,3/22/2024,Not as Expected,365.44,Approved
116,208040,5354,8/26/2025,Poor Quality,7765.05,Approved
117,210983,5843,4/12/2025,Changed Mind,10098.18,Approved
118,212692,5797,4/17/2025,Size Issue,100.21,Processed
119,217612,5459,4/28/2025,Not as Expected,582.26,Approved
120,207445,5188,6/8/2024,Late Delivery,4736.77,Processed
121,207418,5355,10/8/2025,Not as Expected,2173.84,Approved
122,211026,5599,10/30/2025,Not as Expected,23277.8,Approved
123,215773,5855,7/21/2024,Changed Mind,205.82,Rejected
124,216664,5121,12/10/2025,Not as Expected,2050.74,Approved
125,216160,5102,6/15/2025,Not as Expected,361.87,Approved
126,201474,5660,12/23/2025,Late Delivery,3953.4,Approved
127,215767,5832,6/14/2025,Wrong Product,885.99,Approved
128,218320,5160,5/3/2025,Wrong Product,2973.59,Approved
129,206999,5335,10/3/2025,Not as Expected,3809.52,Approved
130,210723,5518,6/10/2025,Wrong Product,2336.15,Approved
131,209900,5954,8/25/2024,Not as Expected,1494.8,Approved
132,204186,5103,10/21/2025,Late Delivery,6162.4,Processed
133,203250,5710,2/28/2025,Late Delivery,250.23,Approved
134,217322,5882,8/10/2024,Size Issue,2361.49,Processed
135,206158,5671,12/24/2025,Damaged Product,1953.31,Processed
136,219201,5091,10/25/2025,Not as Expected,1648.45,Processed
137,208547,5885,6/14/2025,Not as Expected,1547.4,Approved
138,214923,5237,5/11/2025,Not as Expected,343.12,Processed
139,201334,5774,11/28/2024,Size Issue,961.44,Processed
140,208354,5438,2/1/2025,Not as Expected,633.95,Approved
141,217490,5821,10/7/2025,Not as Expected,397.46,Approved
142,213075,5915,1/18/2026,Size Issue,399.98,Approved
143,214938,5041,1/9/2026,Not as Expected,16810.26,Processed
144,216548,5910,7/31/2025,Changed Mind,285.05,Approved
145,218427,5878,7/23/2025,Wrong Product,1635.55,Approved
146,208007,5399,3/4/2025,Damaged Product,370.34,Processed
147,214898,5913,7/11/2025,Changed Mind,253.53,Rejected
148,214679,5924,9/25/2024,Not as Expected,640.53,Approved
149,205783,5630,10/12/2023,Not as Expected,759.19,Approved
150,212979,5181,5/24/2025,Damaged Product,1347.2,Approved
151,210323,5004,6/28/2025,Changed Mind,7085.2,Approved
152,202912,5671,12/10/2025,Not as Expected,5809.93,Approved
153,206761,5590,4/2/2025,Not as Expected,877.54,Approved
154,200420,5149,11/29/2025,Size Issue,1338.34,Processed
155,205210,5814,1/8/2026,Poor Quality,837.72,Approved
156,217105,5681,2/26/2024,Size Issue,2059.18,Approved
157,218129,5376,5/26/2025,Size Issue,2100.61,Approved
158,208875,5885,9/1/2025,Poor Quality,1643.18,Processed
159,204258,5519,12/22/2023,Wrong Product,101.82,Processed
160,216862,5174,12/21/2023,Size Issue,921.29,Approved
161,208504,5662,8/23/2024,Damaged Product,2378.53,Rejected
162,203428,5658,8/11/2025,Not as Expected,2282.42,Approved
163,200702,5672,1/17/2026,Late Delivery,4034.59,Processed
164,216848,5456,1/8/2025,Late Delivery,22792.26,Rejected
165,212184,5998,10/22/2025,Damaged Product,20601.54,Approved
166,218443,5843,1/29/2025,Size Issue,8924.57,Approved
167,207460,5599,11/15/2025,Poor Quality,4827.37,Approved
168,213702,5206,7/29/2025,Not as Expected,8811.48,Approved
169,205527,5857,5/29/2025,Poor Quality,11613.07,Rejected
170,217302,5895,4/11/2024,Late Delivery,458.72,Approved
171,203378,5567,11/3/2025,Changed Mind,535.15,Processed
172,218408,5011,9/29/2024,Size Issue,4577.8,Approved
173,203892,5083,11/30/2024,Not as Expected,1495.49,Approved
174,214087,5088,10/16/2023,Changed Mind,3470.07,Approved
175,218348,5824,11/30/2025,Changed Mind,3837.25,Approved
176,217101,5722,12/12/2025,Not as Expected,279.07,Approved
177,202331,5176,12/31/2024,Poor Quality,786.67,Approved
178,218887,5350,10/11/2025,Poor Quality,6057.95,Approved
179,217627,5568,3/11/2025,Not as Expected,1709.14,Approved
180,214278,5264,4/13/2025,Not as Expected,481.11,Approved
181,215103,5917,4/13/2025,Late Delivery,2520.57,Processed
182,218539,5832,8/2/2025,Size Issue,2728.73,Approved
183,209208,5739,10/22/2025,Poor Quality,283.85,Processed
184,212859,5910,7/12/2024,Not as Expected,786.94,Approved
185,206560,5494,7/19/2025,Size Issue,1833.44,Approved
186,204093,5908,1/4/2026,Size Issue,472.24,Approved
187,212629,5711,12/29/2025,Late Delivery,1992.78,Processed
188,205246,5840,12/24/2025,Damaged Product,1756.57,Approved
189,201057,5874,8/28/2024,Wrong Product,167.14,Processed
190,216294,5831,11/20/2025,Poor Quality,299.43,Approved
191,203377,5979,9/26/2025,Not as Expected,1053.18,Approved
192,215419,5268,11/24/2024,Not as Expected,3502.61,Processed
193,206394,5693,1/18/2025,Not as Expected,456.68,Approved
194,201838,5743,2/6/2025,Not as Expected,481.85,Approved
195,210766,5398,5/4/2025,Poor Quality,587.17,Approved
196,218594,5509,11/6/2025,Wrong Product,565.91,Processed
197,218333,5002,8/28/2025,Not as Expected,2511.73,Approved
198,201151,5200,8/24/2025,Not as Expected,1075.05,Approved
199,204017,5720,12/4/2025,Not as Expected,254.5,Approved
200,209734,5063,1/26/2024,Changed Mind,942.15,Approved
201,215370,5865,3/23/2024,Not as Expected,676.32,Approved
202,215516,5937,6/22/2025,Not as Expected,2334.08,Approved
203,212251,5686,7/28/2024,Not as Expected,2338.4,Processed
204,208439,5664,7/3/2024,Changed Mind,8774.37,Processed
205,218246,5054,10/14/2025,Not as Expected,1701.32,Approved
206,215580,5652,8/29/2025,Late Delivery,1251.78,Approved
207,217237,5683,8/23/2025,Not as Expected,731.39,Approved
208,215860,5579,5/26/2024,Changed Mind,540.36,Processed
209,211074,5662,10/25/2025,Damaged Product,5950.76,Processed
210,205378,5574,5/24/2024,Poor Quality,198.01,Approved
211,210220,5392,1/4/2026,Not as Expected,8508.76,Approved
212,210301,5548,4/21/2025,Damaged Product,11476.77,Approved
213,213430,5270,5/23/2025,Changed Mind,3345.75,Approved
214,200991,5112,6/28/2025,Changed Mind,1545.01,Rejected
215,200290,5463,3/8/2025,Poor Quality,1060.15,Approved
216,218965,5313,8/12/2024,Wrong Product,365.08,Processed
217,214360,5049,5/23/2025,Size Issue,2019.03,Approved
218,205886,5423,5/5/2025,Damaged Product,3166.66,Processed
219,207132,5695,10/8/2025,Not as Expected,3790.65,Approved
220,218391,5741,12/12/2025,Changed Mind,6773.61,Approved
221,219754,5603,3/28/2024,Wrong Product,861.95,Approved
222,208471,5392,1/19/2024,Size Issue,2146.74,Approved
223,213457,5823,11/10/2025,Changed Mind,8579.25,Approved
224,208717,5559,1/5/2026,Not as Expected,1100.53,Approved
225,206226,5017,7/2/2025,Damaged Product,1781.42,Approved
226,214169,5425,7/18/2025,Size Issue,1644.12,Approved
227,201761,5904,1/19/2024,Size Issue,567.65,Approved
228,201943,5548,1/27/2025,Not as Expected,3525.87,Approved
229,215587,5815,8/14/2024,Poor Quality,586.67,Approved
230,208102,5132,3/12/2025,Changed Mind,464.11,Processed
231,204627,5793,3/22/2024,Wrong Product,451.85,Approved
232,217430,5149,11/22/2025,Late Delivery,1282.84,Approved
233,202469,5486,8/14/2025,Changed Mind,738.73,Approved
234,201155,5717,4/18/2025,Size Issue,997.82,Approved
235,204816,5685,4/28/2025,Poor Quality,781.07,Processed
236,218732,5889,7/17/2025,Late Delivery,649.15,Approved
237,203375,5578,11/14/2024,Not as Expected,1835.13,Processed
238,208228,5080,6/6/2025,Changed Mind,15428.7,Approved
239,202898,5863,12/24/2025,Not as Expected,158.21,Approved
240,210174,5505,12/19/2025,Size Issue,1684.11,Approved
241,204974,5662,9/26/2023,Late Delivery,1174.87,Approved
242,215070,5064,9/3/2025,Size Issue,1048.83,Approved
243,215354,5501,11/23/2025,Changed Mind,1049.39,Processed
244,219584,5629,12/23/2025,Poor Quality,734.21,Approved
245,202448,5400,6/13/2025,Changed Mind,571.5,Approved
246,204626,5077,12/3/2024,Late Delivery,5866.61,Approved
247,203596,5010,5/24/2025,Not as Expected,2294.63,Rejected
248,207579,5174,9/17/2024,Not as Expected,896.4,Approved
249,211049,5846,1/12/2026,Late Delivery,7412.09,Approved
250,217817,5553,1/16/2026,Damaged Product,7343.79,Approved
251,211179,5865,7/25/2025,Not as Expected,924.31,Approved
252,210524,5187,1/14/2026,Not as Expected,2187.08,Approved
253,213596,5260,5/23/2025,Not as Expected,498.71,Processed
254,205763,5186,8/25/2025,Not as Expected,6229.71,Approved
255,204780,5182,11/7/2025,Size Issue,991.88,Processed
256,218244,5907,5/27/2025,Changed Mind,579.03,Approved
257,206073,5514,10/12/2024,Not as Expected,14286.38,Processed
258,206592,5989,3/4/2025,Not as Expected,3857.44,Approved
259,211742,5516,4/3/2025,Damaged Product,309.28,Approved
260,207027,5023,12/11/2025,Wrong Product,7365.01,Rejected
261,200362,5730,10/19/2025,Changed Mind,167.63,Approved
262,210594,5753,7/11/2025,Poor Quality,3935.55,Processed
263,206638,5857,12/27/2024,Damaged Product,3568.87,Approved
264,200437,5660,2/17/2025,Not as Expected,1782.28,Processed
265,203956,5724,5/26/2025,Late Delivery,465.26,Approved
266,202752,5913,12/15/2025,Damaged Product,499.77,Approved
267,204632,5562,7/28/2025,Size Issue,744.16,Approved
268,204121,5702,11/1/2024,Changed Mind,760.61,Approved
269,205807,5153,1/4/2025,Not as Expected,752.43,Approved
270,210803,5045,1/10/2026,Damaged Product,1248.99,Approved
271,216406,5340,6/11/2025,Not as Expected,2809.09,Approved
272,201617,5588,3/1/2024,Not as Expected,7412.33,Approved
273,209540,5562,12/17/2025,Late Delivery,658.32,Approved
274,215586,5272,12/21/2025,Not as Expected,2343.1,Approved
275,202061,5303,4/3/2025,Not as Expected,467.86,Approved
276,212432,5523,5/7/2024,Not as Expected,374.24,Processed
277,209772,5792,1/30/2025,Size Issue,925.6,Approved
278,204367,5846,12/27/2025,Size Issue,7404.85,Approved
279,213751,5797,5/30/2024,Size Issue,88.35,Processed
280,202322,5988,8/1/2025,Not as Expected,1267.75,Approved
281,206784,5200,3/18/2023,Not as Expected,1074.75,Approved
282,217038,5401,10/20/2024,Not as Expected,1824.41,Approved
283,214093,5599,10/2/2025,Wrong Product,4569.08,Approved
284,216974,5937,11/14/2025,Late Delivery,2489.49,Approved
285,208438,5911,4/13/2023,Changed Mind,3145.08,Approved
286,213506,5625,11/22/2025,Not as Expected,555.52,Approved
287,218846,5711,7/15/2025,Late Delivery,5149.73,Processed
288,218554,5699,10/22/2025,Not as Expected,1754.58,Approved
289,212899,5981,10/21/2025,Damaged Product,3668.69,Processed
290,208538,5069,5/12/2025,Changed Mind,3806.41,Approved
291,206180,5245,11/6/2025,Late Delivery,7815.89,Processed
292,207918,5768,10/11/2025,Poor Quality,641.48,Approved
293,211204,5387,9/29/2025,Size Issue,632.76,Processed
294,200844,5628,6/9/2024,Changed Mind,8865.19,Approved
295,219409,5022,12/22/2025,Not as Expected,540.77,Approved
296,213249,5078,4/22/2024,Wrong Product,578.66,Approved
297,208033,5266,1/22/2026,Not as Expected,2312.17,Approved
298,206740,5070,11/29/2025,Size Issue,23973.97,Processed
299,211428,5668,4/29/2024,Wrong Product,1442.01,Processed
300,200570,5556,11/10/2025,Not as Expected,4331.9,Rejected
301,206305,5990,7/27/2025,Size Issue,2420.89,Approved
302,211435,5082,7/27/2024,Size Issue,316.48,Approved
303,218771,5056,7/9/2025,Size Issue,333.75,Approved
304,202286,5500,11/17/2025,Not as Expected,4014.89,Approved
305,206775,5672,10/29/2025,Poor Quality,4014.73,Rejected
306,201598,5450,11/2/2024,Poor Quality,1319.02,Approved
307,214440,5900,12/2/2025,Size Issue,12589.2,Approved
308,212824,5991,1/16/2026,Late Delivery,948.72,Approved
309,203340,5711,12/22/2025,Wrong Product,3557.82,Approved
310,219290,5650,11/15/2025,Changed Mind,3877.12,Approved
311,217271,5630,12/30/2025,Not as Expected,723.63,Approved
312,203106,5720,7/19/2023,Size Issue,800.67,Processed
313,209264,5795,12/6/2025,Wrong Product,734.15,Approved
314,218000,5558,7/28/2024,Not as Expected,659.9,Processed
315,216183,5216,6/18/2025,Poor Quality,341.36,Approved
316,219378,5088,2/22/2025,Poor Quality,9600.85,Approved
317,211879,5652,10/2/2024,Size Issue,2778.41,Approved
318,210630,5673,4/8/2024,Late Delivery,936.26,Approved
319,215200,5804,6/8/2024,Not as Expected,1584.22,Approved
320,206997,5693,3/1/2024,Changed Mind,399.79,Processed
321,205253,5686,11/15/2023,Late Delivery,2023.93,Approved
322,200917,5187,12/18/2025,Late Delivery,1847.95,Approved
323,206844,5190,8/27/2025,Not as Expected,420.43,Approved
324,201987,5291,11/5/2025,Size Issue,455.88,Rejected
325,219987,5585,1/21/2025,Changed Mind,1114.67,Processed
326,211983,5430,9/16/2025,Not as Expected,805.88,Processed
327,205483,5752,8/6/2025,Late Delivery,1102.84,Approved
328,202126,5569,7/13/2025,Poor Quality,6562.45,Rejected
329,201851,5738,1/6/2025,Not as Expected,458.13,Approved
330,213036,5796,10/24/2024,Wrong Product,1714.34,Processed
331,218997,5800,3/3/2025,Not as Expected,3734.02,Approved
332,201894,5817,11/19/2025,Late Delivery,3448.94,Approved
333,217181,5780,12/30/2025,Poor Quality,1991.06,Approved
334,200751,5993,4/27/2025,Poor Quality,180.33,Approved
335,208902,5983,9/16/2025,Poor Quality,1772.59,Approved
336,218126,5646,1/6/2025,Not as Expected,400.57,Approved
337,213046,5502,3/18/2025,Poor Quality,1032.54,Approved
338,213520,5286,2/13/2025,Size Issue,380.3,Approved
339,217869,5229,9/24/2025,Damaged Product,703.16,Processed
340,208248,5850,8/27/2024,Not as Expected,2167.74,Approved
341,208506,5582,5/28/2023,Late Delivery,990.52,Processed
342,216322,5706,5/18/2025,Wrong Product,505.64,Approved
343,206772,5804,1/11/2024,Damaged Product,1457.51,Processed
344,215389,5321,12/7/2023,Not as Expected,5983.25,Approved
345,205585,5996,8/5/2025,Late Delivery,1319.44,Processed
346,205908,5575,3/17/2023,Size Issue,2357.91,Approved
347,213382,5906,9/23/2025,Late Delivery,281.58,Approved
348,219119,5384,12/22/2023,Wrong Product,557.65,Approved
349,212921,5450,6/5/2025,Late Delivery,420.22,Processed
350,212681,5786,1/13/2026,Late Delivery,353.7,Processed
351,202653,5108,11/7/2024,Not as Expected,171.89,Processed
352,203563,5282,12/27/2024,Poor Quality,468.16,Rejected
353,203368,5372,7/15/2024,Not as Expected,7586.27,Approved
354,207236,5289,8/30/2025,Damaged Product,3119.5,Rejected
355,203838,5914,4/21/2025,Damaged Product,8058.98,Approved
356,214631,5193,11/5/2025,Late Delivery,398.81,Processed
357,210905,5658,3/13/2025,Changed Mind,2269.33,Approved
358,210948,5269,9/16/2024,Not as Expected,682.85,Processed
359,214913,5987,8/23/2025,Not as Expected,274.54,Approved
360,205035,5820,1/12/2026,Not as Expected,2267.85,Approved
361,202551,5357,11/16/2025,Late Delivery,1671.38,Approved
362,219016,5569,7/5/2025,Poor Quality,7161.2,Approved
363,202931,5677,12/14/2025,Not as Expected,6224.93,Approved
364,211180,5667,5/5/2025,Poor Quality,871.91,Approved
365,209372,5306,3/18/2025,Wrong Product,2367.1,Approved
366,204560,5645,10/7/2025,Not as Expected,86.3,Approved
367,202476,5943,11/27/2025,Not as Expected,1765.79,Approved
368,217633,5850,9/2/2025,Late Delivery,549.02,Approved
369,208755,5808,10/1/2025,Size Issue,1156.86,Approved
370,208936,5726,1/14/2026,Not as Expected,355.53,Approved
371,204146,5243,2/28/2025,Changed Mind,5624.79,Processed
372,207914,5511,8/15/2025,Wrong Product,195.19,Approved
373,211083,5172,10/17/2025,Late Delivery,2421.92,Approved
374,216206,5763,12/2/2025,Not as Expected,3333.81,Approved
375,211662,5480,1/19/2024,Late Delivery,1075.77,Approved
376,211851,5516,10/25/2025,Late Delivery,304.72,Approved
377,202413,5435,2/5/2025,Poor Quality,550.06,Approved
378,217010,5981,9/6/2025,Damaged Product,3871.19,Approved
379,208869,5002,8/16/2025,Poor Quality,2292.43,Rejected
380,216121,5665,9/29/2025,Not as Expected,815.39,Approved
381,206121,5968,9/14/2024,Late Delivery,2548.87,Approved
382,204635,5923,12/17/2024,Not as Expected,631.47,Approved
383,211243,5676,1/8/2026,Changed Mind,127.34,Approved
384,200853,5882,9/28/2025,Size Issue,4863.67,Processed
385,212382,5129,9/20/2025,Wrong Product,4793.33,Approved
386,211492,5386,7/27/2025,Changed Mind,1478.62,Processed
387,200016,5135,1/14/2025,Late Delivery,1122.85,Approved
388,210255,5918,10/31/2024,Not as Expected,2414.85,Approved
389,202986,5253,2/8/2024,Size Issue,237.9,Approved
390,219507,5258,11/13/2023,Changed Mind,2155.62,Approved
391,202054,5013,11/6/2025,Changed Mind,125.32,Approved
392,202636,5265,9/1/2025,Changed Mind,1412.27,Approved
393,213947,5186,2/9/2024,Not as Expected,6367.76,Approved
394,201564,5011,11/16/2025,Late Delivery,4527.12,Approved
395,219983,5572,5/17/2025,Wrong Product,1328.63,Approved
396,211842,5057,6/17/2025,Size Issue,963.8,Approved
397,216680,5882,4/2/2024,Late Delivery,2581.81,Processed
398,208452,5864,11/6/2024,Changed Mind,1235.57,Approved
399,210866,5507,1/2/2026,Not as Expected,3018.24,Approved
400,210543,5631,12/6/2025,Late Delivery,4688.17,Approved
401,219474,5065,11/28/2025,Wrong Product,1557.4,Approved
402,209997,5648,1/22/2026,Late Delivery,551.58,Approved
403,206437,5750,11/16/2025,Damaged Product,482.79,Approved
404,212779,5311,4/30/2025,Wrong Product,642.32,Approved
405,214350,5117,6/4/2024,Poor Quality,3653.04,Approved
406,217269,5881,1/10/2026,Damaged Product,609.19,Approved
407,210789,5052,8/1/2025,Late Delivery,4970.92,Approved
408,217619,5350,1/19/2026,Not as Expected,6070.45,Approved
409,206897,5246,4/20/2024,Not as Expected,1192.08,Approved
410,216238,5778,4/25/2025,Not as Expected,718.72,Approved
411,202627,5467,12/3/2025,Wrong Product,2890.06,Approved
412,208840,5435,3/31/2023,Late Delivery,1629.98,Approved
413,215267,5638,7/18/2024,Not as Expected,7859.76,Approved
414,219100,5917,1/4/2026,Not as Expected,2583.02,Approved
415,217344,5066,4/8/2025,Not as Expected,431.14,Approved
416,210350,5261,11/18/2025,Wrong Product,916.07,Approved
417,208858,5386,1/10/2025,Wrong Product,520.83,Approved
418,206572,5596,11/21/2024,Wrong Product,313,Approved
419,214569,5699,4/14/2024,Not as Expected,951.27,Approved
420,213975,5401,1/3/2026,Poor Quality,4205.78,Approved
421,203009,5727,10/29/2025,Not as Expected,303.36,Approved
422,214985,5510,9/17/2025,Poor Quality,821.19,Approved
423,219164,5217,12/14/2025,Not as Expected,2062.87,Processed
424,202715,5878,2/13/2025,Late Delivery,520.67,Processed
425,214122,5985,11/15/2025,Not as Expected,5866.3,Approved
426,205074,5518,5/4/2024,Not as Expected,1100.45,Approved
427,208160,5663,6/18/2024,Not as Expected,1585.32,Approved
428,207036,5114,7/23/2025,Poor Quality,357.53,Processed
429,216827,5168,1/10/2025,Not as Expected,2181.67,Approved
430,218100,5410,11/23/2023,Wrong Product,1600.38,Approved
431,218816,5811,3/8/2025,Not as Expected,3199.03,Approved
432,200305,5789,9/24/2025,Changed Mind,1555.1,Processed
433,215640,5430,12/30/2025,Size Issue,289.39,Approved
434,214108,5851,12/28/2025,Not as Expected,306.49,Approved
435,216245,5779,11/7/2025,Late Delivery,1861.99,Approved
436,204787,5390,11/22/2025,Not as Expected,1940.25,Processed
437,213009,5689,4/26/2025,Late Delivery,343.1,Approved
438,214157,5454,1/3/2024,Not as Expected,6626.42,Rejected
439,213077,5002,12/1/2025,Damaged Product,2330.38,Processed
440,219764,5844,1/5/2026,Not as Expected,1062.13,Approved
441,200486,5010,5/15/2025,Poor Quality,817.87,Rejected
442,216765,5052,10/5/2024,Late Delivery,3180.62,Approved
443,208510,5177,11/29/2025,Not as Expected,79.98,Rejected
444,209408,5346,9/16/2025,Not as Expected,4637.4,Approved
445,210876,5250,6/6/2025,Not as Expected,2340.46,Processed
446,215170,5660,12/28/2025,Not as Expected,3925.4,Approved
447,217081,5768,8/27/2025,Not as Expected,597.23,Approved
448,207488,5388,9/29/2025,Not as Expected,602.36,Approved
449,215604,5981,10/15/2025,Size Issue,3579.02,Approved
450,208872,5333,4/1/2024,Late Delivery,1466.9,Approved
451,211823,5859,1/8/2026,Changed Mind,820.13,Approved
452,216112,5764,10/20/2024,Late Delivery,4260.6,Rejected
453,205666,5839,12/9/2025,Poor Quality,933.29,Approved
454,212350,5601,2/15/2025,Changed Mind,660.05,Approved
455,204654,5558,9/13/2025,Size Issue,1331.75,Approved
456,216966,5516,1/11/2026,Damaged Product,556.01,Approved
457,219240,5298,8/22/2024,Not as Expected,8692.99,Rejected
